user,tweet,date,likes,geo,coordinates,place,user_loc,query,in_nigeria,state,party_candidate,tweet_proc,sentiment
Idowu50294967,"@yola_twitta @atiku @shehuaa @hauwaatikuuwais @anthonyehilebo @galafi_hamma @oyelowodan @jrnaib2 @abbalala3 @matiku @forever_rayyan @kalgo_idris my brother i don't like your prediction at all where did you keep akwaibom ,oyo,osun,kebbi jigawa respectively am assure of you these five states are 100% sure wins straight for alhaji atiku abubakar",2023-01-06 16:11:18+00:00,0,,,,,Atiku abubakar,False,unknown,atiku_pdp,"@user @user @user @user @user @user @user @user @user @user @user @user my brother i don't like your prediction at all where did you keep akwaibom ,oyo,osun,kebbi jigawa respectively am assure of you these five states are 100% sure wins straight for alhaji atiku abubakar",Negative
TheRealBusolami,"rt @princemkb1: “ i want to publicly thank your excellency, atiku abubakar, because without that journey and helping my destiny, i actually…",2023-01-06 16:10:57+00:00,0,,,,NIgeria,Atiku abubakar,True,unknown,atiku_pdp,"rt @user “ i want to publicly thank your excellency, atiku abubakar, because without that journey and helping my destiny, i actually…",Positive
JbJb69046239,"rt @yapapadeycraze: in imo state today, atiku abubakar &amp; ifeanyi okowa had a good outing and it's important as it'll help deliver imo for t…",2023-01-06 16:10:50+00:00,0,,,,"Lagos, Nigeria",Atiku abubakar,True,lagos,atiku_pdp,"rt @user in imo state today, atiku abubakar &amp; ifeanyi okowa had a good outing and it's important as it'll help deliver imo for t…",Positive
BekeeNnamdi,"rt @nonsoobidi: daniel bwala, @bwaladaniel was in arise tv show this morning. 
mentioned atiku abubakar once
mentioned tinubu thrice
mentio…",2023-01-06 16:10:37+00:00,0,,,,"Port Harcourt, Nigeria",Atiku abubakar,True,rivers,obi_labour,"rt @user daniel bwala, @user was in arise tv show this morning. 
mentioned atiku abubakar once
mentioned tinubu thrice
mentio…",Neutral
ugwuanyichristi,"rt @ikukuomac: igbos should use vice president to test waters - brymo 
i am the stepping stone to igbo presidency -
atiku abubakar
igbos ar…",2023-01-06 16:10:29+00:00,0,,,,Abuja ,Atiku abubakar,False,abuja,atiku_pdp,"rt @user igbos should use vice president to test waters - brymo 
i am the stepping stone to igbo presidency -
atiku abubakar
igbos ar…",Neutral
Foluso_Official,"rt @officialpdpnig: feb. polls: pdp salutes oyo people over overwhelming support for atiku abubakar

the @officialpdpnig salutes the commit…",2023-01-06 16:10:14+00:00,0,,,,"Oyo, Nigeria",Atiku abubakar,True,oyo,atiku_pdp,"rt @user feb. polls: pdp salutes oyo people over overwhelming support for atiku abubakar

the @user salutes the commit…",Positive
Emmanue68176622,"@u_rochas you are doing well sir
we most recover nigeria with atiku abubakar
nice one",2023-01-06 16:10:04+00:00,0,,,,"Abuja, Nigeria",Atiku abubakar,True,abuja,atiku_pdp,"@user you are doing well sir
we most recover nigeria with atiku abubakar
nice one",Positive
anonymousnaija_,"rt @emmanue68176622: oyo state will massively vote for atiku abubakar,
in a time like this our country need a leader like atiku abubakar,
w…",2023-01-06 16:09:38+00:00,0,,,,,Atiku abubakar,False,unknown,atiku_pdp,"rt @user oyo state will massively vote for atiku abubakar,
in a time like this our country need a leader like atiku abubakar,
w…",Neutral
anonymousnaija_,"rt @ayoolamide84: atiku abubakar is always on ground to know directly how things had gone.

the good people of nigeria 🇳🇬 had spoken yester…",2023-01-06 16:09:32+00:00,0,,,,,Atiku abubakar,False,unknown,atiku_pdp,"rt @user atiku abubakar is always on ground to know directly how things had gone.

the good people of nigeria 🇳🇬 had spoken yester…",Neutral
JbJb69046239,"rt @swatiku2023: this is kano state for pdp without atiku abubakar in attendance. just sen. shekerau testing the mic 🎤

every doubt will be…",2023-01-06 16:09:23+00:00,0,,,,"Lagos, Nigeria",Atiku abubakar,True,lagos,atiku_pdp,"rt @user this is kano state for pdp without atiku abubakar in attendance. just sen. shekerau testing the mic 🎤

every doubt will be…",Neutral
JbJb69046239,"rt @swatiku2023: this morning, atiku abubakar and his running mate - ifeanyi okowa visited kanfachan, southern kaduna to meet stakeholders…",2023-01-06 16:09:16+00:00,0,,,,"Lagos, Nigeria",Atiku abubakar,True,lagos,atiku_pdp,"rt @user this morning, atiku abubakar and his running mate - ifeanyi okowa visited kanfachan, southern kaduna to meet stakeholders…",Neutral
JbJb69046239,"rt @swatiku2023: ahead of tomorrow's presidential campaign rally in katsina, pdp supporters are having a vigil amidst funfare. everyone is…",2023-01-06 16:09:09+00:00,0,,,,"Lagos, Nigeria",Atiku abubakar,True,lagos,atiku_pdp,"rt @user ahead of tomorrow's presidential campaign rally in katsina, pdp supporters are having a vigil amidst funfare. everyone is…",Positive
Chikito1580,"rt @ollawaski: @baba_hakeem birnin gwari &amp; southern kaduna in kaduna state, mallam fatori &amp; bama in bornu state have more violence than who…",2023-01-06 16:08:59+00:00,0,,,,Worldwide 🌏 🇨🇦🇺🇲,Atiku abubakar,False,unknown,,"rt @user @user birnin gwari &amp; southern kaduna in kaduna state, mallam fatori &amp; bama in bornu state have more violence than who…",Negative
ANaseer78,"rt @observer_kay: labour party mega rally in ekiti 😆.
labourer will labour in vain.
join atiku abubakar winning team now.
atiku abubakar wi…",2023-01-06 16:08:48+00:00,0,,,,,Atiku abubakar,False,unknown,obi_labour,"rt @user labour party mega rally in ekiti 😆.
labourer will labour in vain.
join atiku abubakar winning team now.
atiku abubakar wi…",Neutral
MoniGeorge4,"rt @emmanue68176622: oyo state will massively vote for atiku abubakar,
in a time like this our country need a leader like atiku abubakar,
w…",2023-01-06 16:08:48+00:00,0,,,,"Ibadan, Oyo state Nigeria ",Atiku abubakar,True,unknown,atiku_pdp,"rt @user oyo state will massively vote for atiku abubakar,
in a time like this our country need a leader like atiku abubakar,
w…",Neutral
KAtevure,"@laurentdarl the truth is that alhaji atiku abubakar would be an excellent president come may 29, 2023.",2023-01-06 16:08:21+00:00,0,,,,"Delta, Nigeria",Atiku abubakar,True,delta,atiku_pdp,"@user the truth is that alhaji atiku abubakar would be an excellent president come may 29, 2023.",Positive
ANaseer78,"rt @omoghenedennis: all hail @atiku, the hunter of best brains ... ""i want to publicly thank your excellency, atiku abubakar, because witho…",2023-01-06 16:07:53+00:00,0,,,,,Atiku abubakar,False,unknown,atiku_pdp,"rt @user all hail @user the hunter of best brains ... ""i want to publicly thank your excellency, atiku abubakar, because witho…",Positive
AtikukawaiMgLg,"rt @omoghenedennis: all hail @atiku, the hunter of best brains ... ""i want to publicly thank your excellency, atiku abubakar, because witho…",2023-01-06 16:07:40+00:00,0,,,,,Atiku abubakar,False,unknown,atiku_pdp,"rt @user all hail @user the hunter of best brains ... ""i want to publicly thank your excellency, atiku abubakar, because witho…",Positive
Manushahrukh1,rt @amb_balemoh: the highest votes for atiku abubakar will come from my home state of katsina. down here it is atiku/lado/pdp from the abso…,2023-01-06 16:07:36+00:00,0,,,,"Nigeria, kaduna",Atiku abubakar,True,unknown,atiku_pdp,rt @user the highest votes for atiku abubakar will come from my home state of katsina. down here it is atiku/lado/pdp from the abso…,Neutral
father_potus,"rt @nonsoobidi: daniel bwala, @bwaladaniel was in arise tv show this morning. 
mentioned atiku abubakar once
mentioned tinubu thrice
mentio…",2023-01-06 16:07:13+00:00,0,,,,Mars ,Atiku abubakar,False,unknown,obi_labour,"rt @user daniel bwala, @user was in arise tv show this morning. 
mentioned atiku abubakar once
mentioned tinubu thrice
mentio…",Neutral
JbJb69046239,"rt @swatiku2023: tomorrow, we are shutting down the president's home state.

atiku abubakar, everywhere you go. https://t.co/fyehiat8mf",2023-01-06 16:07:05+00:00,0,,,,"Lagos, Nigeria",Atiku abubakar,True,lagos,atiku_pdp,"rt @user tomorrow, we are shutting down the president's home state.

atiku abubakar, everywhere you go. http",Negative
JbJb69046239,"rt @swatiku2023: katsina will be a jaw breaker! it's gonna be a day to show that it's a done deal for atiku abubakar.

we better get ready…",2023-01-06 16:06:31+00:00,0,,,,"Lagos, Nigeria",Atiku abubakar,True,lagos,atiku_pdp,"rt @user katsina will be a jaw breaker! it's gonna be a day to show that it's a done deal for atiku abubakar.

we better get ready…",Neutral
JbJb69046239,"rt @elrufai_ti: just in: arrival of presidential candidate @officialpdpnig , @atiku atiku abubakar in katsina state… the eagle has landed!!…",2023-01-06 16:06:24+00:00,0,,,,"Lagos, Nigeria",Atiku abubakar,True,lagos,atiku_pdp,"rt @user just in: arrival of presidential candidate @user , @user atiku abubakar in katsina state… the eagle has landed!!…",Neutral
JbJb69046239,"rt @swatiku2023: h.e. atiku abubakar and his recovery team, paid a courtesy visit to the emir of katsina state. 

#recoverkatsinawithatiku…",2023-01-06 16:06:21+00:00,0,,,,"Lagos, Nigeria",Atiku abubakar,True,lagos,atiku_pdp,"rt @user h.e. atiku abubakar and his recovery team, paid a courtesy visit to the emir of katsina state. 

#recoverkatsinawithatiku…",Neutral
JbJb69046239,"rt @swatiku2023: remember, muhammadu buhari isn't on the ballot. that is the only politician (candidate) who can defeat atiku in that state…",2023-01-06 16:06:14+00:00,0,,,,"Lagos, Nigeria",Atiku abubakar,True,lagos,atiku_pdp,"rt @user remember, muhammadu buhari isn't on the ballot. that is the only politician (candidate) who can defeat atiku in that state…",Neutral
kshoze,"rt @nonsoobidi: daniel bwala, @bwaladaniel was in arise tv show this morning. 
mentioned atiku abubakar once
mentioned tinubu thrice
mentio…",2023-01-06 16:05:54+00:00,0,,,,Lagos,Atiku abubakar,False,lagos,obi_labour,"rt @user daniel bwala, @user was in arise tv show this morning. 
mentioned atiku abubakar once
mentioned tinubu thrice
mentio…",Neutral
muktair_sanusi,"rt @nonsoobidi: daniel bwala, @bwaladaniel was in arise tv show this morning. 
mentioned atiku abubakar once
mentioned tinubu thrice
mentio…",2023-01-06 16:05:47+00:00,0,,,,,Atiku abubakar,False,unknown,obi_labour,"rt @user daniel bwala, @user was in arise tv show this morning. 
mentioned atiku abubakar once
mentioned tinubu thrice
mentio…",Neutral
vote_Atiku2023,"rt @abdulrahmanbkd: campaign rally in ibadan, oyo state today, where @govwike asked oyo people to vote all the @officialpdpnig candidates e…",2023-01-06 16:05:46+00:00,0,,,,"Benin-City, Nigeria",Atiku abubakar,True,unknown,atiku_pdp,"rt @user campaign rally in ibadan, oyo state today, where @user asked oyo people to vote all the @user candidates e…",Neutral
JbJb69046239,"rt @swatiku2023: massive transfer news:

over 100,000 apc members defected to pdp as atiku abubakar and his presidential campaign team rece…",2023-01-06 16:05:43+00:00,0,,,,"Lagos, Nigeria",Atiku abubakar,True,lagos,atiku_pdp,"rt @user massive transfer news:

over 100,000 apc members defected to pdp as atiku abubakar and his presidential campaign team rece…",Neutral
czer_b,"rt @ayoolamide84: atiku abubakar is always on ground to know directly how things had gone.

the good people of nigeria 🇳🇬 had spoken yester…",2023-01-06 16:05:41+00:00,0,,,,Earth ,Atiku abubakar,False,unknown,atiku_pdp,"rt @user atiku abubakar is always on ground to know directly how things had gone.

the good people of nigeria 🇳🇬 had spoken yester…",Neutral
JbJb69046239,"rt @swatiku2023: nnpp has slowed down, lp is confused... 

apc is being rattled. aac is gone. 

pdp is waxing stronger and stronger 💪, stat…",2023-01-06 16:05:11+00:00,0,,,,"Lagos, Nigeria",Atiku abubakar,True,lagos,atiku_pdp,"rt @user nnpp has slowed down, lp is confused... 

apc is being rattled. aac is gone. 

pdp is waxing stronger and stronger 💪, stat…",Neutral
UbaiduAbdullah,"rt @tambuwalkawai: four gubernatorial aspirants of the apc in sokoto decamped to the @officialpdpnig,tambuwal is doing the lord’s work for…",2023-01-06 16:05:06+00:00,0,,,,Far north ,Atiku abubakar,False,unknown,atiku_pdp,rt @user four gubernatorial aspirants of the apc in sokoto decamped to the @user is doing the lord’s work for…,Neutral
Judith18954171,"rt @ikukuomac: igbos should use vice president to test waters - brymo 
i am the stepping stone to igbo presidency -
atiku abubakar
igbos ar…",2023-01-06 16:04:53+00:00,0,,,,"Lagos, Nigeria",Atiku abubakar,True,lagos,atiku_pdp,"rt @user igbos should use vice president to test waters - brymo 
i am the stepping stone to igbo presidency -
atiku abubakar
igbos ar…",Neutral
manchapam4,"rt @saratu_ibrahim: breaking news 

this how inec will announce the february election results. 
1,atiku-abubakar of pdp--- 14,872,248 vote…",2023-01-06 16:04:47+00:00,0,,,,,Atiku abubakar,False,unknown,atiku_pdp,"rt @user breaking news 

this how inec will announce the february election results. 
1,atiku-abubakar of pdp--- 14,872,248 vote…",Neutral
anonymousnaija_,"rt @tybabatunde: what we saw in oyo state yesterday is a vote of confidence on our incoming president,  atiku abubakar. the people made it…",2023-01-06 16:04:26+00:00,0,,,,,Atiku abubakar,False,unknown,atiku_pdp,"rt @user what we saw in oyo state yesterday is a vote of confidence on our incoming president,  atiku abubakar. the people made it…",Positive
AtikukawaiMgLg,"rt @chief__adam: “ i want to publicly thank your excellency, atiku abubakar, because without that journey and helping my destiny, i actuall…",2023-01-06 16:03:40+00:00,0,,,,,Atiku abubakar,False,unknown,atiku_pdp,"rt @user “ i want to publicly thank your excellency, atiku abubakar, because without that journey and helping my destiny, i actuall…",Positive
iam_TUNADEZ,"rt @capo_bbg: “ i want to publicly thank your excellency, atiku abubakar, because without that journey and helping my destiny, i actually w…",2023-01-06 16:03:34+00:00,0,,,,,Atiku abubakar,False,unknown,atiku_pdp,"rt @user “ i want to publicly thank your excellency, atiku abubakar, because without that journey and helping my destiny, i actually w…",Positive
ABSHERIFF3,is only atiku abubakar that is fit to be the next president and also knows and respects all the people and their cultures. #atikuorganizingforaction https://t.co/9wx5ybwzkl https://t.co/dhtofnjqoe,2023-01-06 16:03:15+00:00,5,,,,,Atiku abubakar,False,unknown,atiku_pdp,is only atiku abubakar that is fit to be the next president and also knows and respects all the people and their cultures. #atikuorganizingforaction http http,Positive
udombiokporo,"rt @tybabatunde: what we saw in oyo state yesterday is a vote of confidence on our incoming president,  atiku abubakar. the people made it…",2023-01-06 16:03:01+00:00,0,,,,"Lagos, Nigeria",Atiku abubakar,True,lagos,atiku_pdp,"rt @user what we saw in oyo state yesterday is a vote of confidence on our incoming president,  atiku abubakar. the people made it…",Positive
udombiokporo,"rt @emmanue68176622: oyo state will massively vote for atiku abubakar,
in a time like this our country need a leader like atiku abubakar,
w…",2023-01-06 16:02:44+00:00,0,,,,"Lagos, Nigeria",Atiku abubakar,True,lagos,atiku_pdp,"rt @user oyo state will massively vote for atiku abubakar,
in a time like this our country need a leader like atiku abubakar,
w…",Neutral
JbJb69046239,"rt @swatiku2023: pdp is on 'rally break', after a long week of 'neck pressing'. we will be online to sustain the tempo built on ground but…",2023-01-06 16:02:37+00:00,0,,,,"Lagos, Nigeria",Atiku abubakar,True,lagos,atiku_pdp,"rt @user pdp is on 'rally break', after a long week of 'neck pressing'. we will be online to sustain the tempo built on ground but…",Neutral
JbJb69046239,rt @swatiku2023: there something about the kids of atiku abubakar and ifeanyi okowa that is encouraging  - you will see them with their par…,2023-01-06 16:02:32+00:00,0,,,,"Lagos, Nigeria",Atiku abubakar,True,lagos,atiku_pdp,rt @user there something about the kids of atiku abubakar and ifeanyi okowa that is encouraging  - you will see them with their par…,Positive
Teeejaay2,"rt @jarmari01: ""i send my condolences to governor abubakar atiku bagudu and the good people of kebbi state"" he said.

tinubu media office
t…",2023-01-06 16:02:04+00:00,0,,,,,Atiku abubakar,False,unknown,atiku_pdp,"rt @user ""i send my condolences to governor abubakar atiku bagudu and the good people of kebbi state"" he said.

tinubu media office
t…",Neutral
OG_Dreamville,rt @awaziri7: a revolution started in kebbi state today with the #balaparisinkebbi visit to kickstart the #recovernigeria process of the #a…,2023-01-06 23:59:34+00:00,0,,,,"Dreamville, Nigeria",#RecoverNigeria,True,unknown,,rt @user a revolution started in kebbi state today with the #balaparisinkebbi visit to kickstart the #recovernigeria process of the #a…,Neutral
OgboduOnome,"rt @missolabisi1: apc is a party focused majorly on opposition duties and no iota of idea as to governance.

pdp is the party of growth and…",2023-01-06 23:58:27+00:00,0,,,,Milky way galaxy,#RecoverNigeria,False,unknown,atiku_pdp,"rt @user apc is a party focused majorly on opposition duties and no iota of idea as to governance.

pdp is the party of growth and…",Neutral
Rasheethe,rt @awaziri7: a revolution started in kebbi state today with the #balaparisinkebbi visit to kickstart the #recovernigeria process of the #a…,2023-01-06 23:56:44+00:00,0,,,,Nigeria,#RecoverNigeria,True,unknown,,rt @user a revolution started in kebbi state today with the #balaparisinkebbi visit to kickstart the #recovernigeria process of the #a…,Neutral
muhammedaff,rt @gentleojay: listen to @akin_adesina president of african development bank recount how atiku helped him become president of the bank.thi…,2023-01-06 23:50:12+00:00,0,,,,Nigeria,#RecoverNigeria,True,unknown,atiku_pdp,rt @user listen to @user president of african development bank recount how atiku helped him become president of the bank.thi…,Neutral
iamAlfredevans7,"rt @tybabatunde: what we saw in oyo state yesterday is a vote of confidence on our incoming president,  atiku abubakar. the people made it…",2023-01-06 23:49:44+00:00,0,,,,,#RecoverNigeria,False,unknown,atiku_pdp,"rt @user what we saw in oyo state yesterday is a vote of confidence on our incoming president,  atiku abubakar. the people made it…",Positive
Rasheethe,rt @ubando001: a revolution started in kebbi state today with the #balaparisinkebbi visit to kickstart the #recovernigeria process of the #…,2023-01-06 23:40:33+00:00,0,,,,Nigeria,#RecoverNigeria,True,unknown,,rt @user a revolution started in kebbi state today with the #balaparisinkebbi visit to kickstart the #recovernigeria process of the #…,Neutral
BlakGold9,"rt @dareglintstone: thank you apc. there won't be another chance. 

never again. only pdp can #recovernigeria

vote pdp, for a debt free ni…",2023-01-06 23:32:19+00:00,0,,,,,#RecoverNigeria,False,unknown,atiku_pdp,"rt @user thank you apc. there won't be another chance. 

never again. only pdp can #recovernigeria

vote pdp, for a debt free ni…",Positive
ArimobiMiracle,"rt @dareglintstone: thank you apc. there won't be another chance. 

never again. only pdp can #recovernigeria

vote pdp, for a debt free ni…",2023-01-06 23:24:09+00:00,0,,,,Nigeria,#RecoverNigeria,True,unknown,atiku_pdp,"rt @user thank you apc. there won't be another chance. 

never again. only pdp can #recovernigeria

vote pdp, for a debt free ni…",Positive
Demchille,rt @royaltyuso: h.e. atiku has always been at the forefront of talent hunting and supporting great talents to achieve even more heights. #r…,2023-01-06 23:15:57+00:00,0,,,,"Jos, Nigeria",#RecoverNigeria,True,unknown,atiku_pdp,rt @user h.e. atiku has always been at the forefront of talent hunting and supporting great talents to achieve even more heights. #r…,Positive
Chief__Adam,rt @jpenshior: a revolution started in kebbi state today with the #balaparisinkebbi visit to kickstart the #recovernigeria process of the #…,2023-01-06 23:09:38+00:00,0,,,,"Federal Capital Territory, Nig",#RecoverNigeria,False,abuja,,rt @user a revolution started in kebbi state today with the #balaparisinkebbi visit to kickstart the #recovernigeria process of the #…,Neutral
officialamaster,"my president in plateau state 🔥 💪
@atiku @lailaatiku @adamuatikua @aasupportorg @abdullahiisha25 @abbalala3 @titi_atiku @sa_gender_atiku @atikulive @atikunakowa2023 #atikuokowa2023 #atikuokowa #atiku #nigeriadecides2023 #nigeriapresidential #recovernigeria https://t.co/lkyhkglahr",2023-01-06 23:09:08+00:00,3,,,"Place(_api=<tweepy.api.API object at 0x113478e48>, id='004eba9d6293467f', url='https://api.twitter.com/1.1/geo/id/004eba9d6293467f.json', place_type='admin', name='Plateau', full_name='Plateau, Nigeria', country_code='NG', country='Nigeria', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x113478e48>, type='Polygon', coordinates=[[[8.5544183, 8.3456921], [10.6795862, 8.3456921], [10.6795862, 10.3924791], [8.5544183, 10.3924791]]]), attributes={})","Kano, Nigeria",#RecoverNigeria,True,kano,atiku_pdp,"my president in plateau state 🔥 💪
@atiku @user @user @user @user @user @user @user @user @user #atikuokowa2023 #atikuokowa #atiku #nigeriadecides2023 #nigeriapresidential #recovernigeria http",Positive
Zayyan_ubandoma,"rt @abdulras3hamman: ""the atiku okowa 2023 mobilisation campaign launches in kebbi state with a visit from alhaji bala paris, marking the b…",2023-01-06 22:56:24+00:00,0,,,,Global Citizen ,#RecoverNigeria,False,unknown,obi_labour,"rt @user ""the atiku okowa 2023 mobilisation campaign launches in kebbi state with a visit from alhaji bala paris, marking the b…",Neutral
officialamaster,all this crowd in katsina for my president alhaji @atiku #atikuokowa2023 #atiku #recovernigeria #recoverkatsinawithatiku #nigeria #nigeriadecides2023 #nigeriapresidential https://t.co/pssjymjban,2023-01-06 22:53:32+00:00,5,,,"Place(_api=<tweepy.api.API object at 0x113478e48>, id='0192040d17fad1a4', url='https://api.twitter.com/1.1/geo/id/0192040d17fad1a4.json', place_type='admin', name='Katsina', full_name='Katsina, Nigeria', country_code='NG', country='Nigeria', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x113478e48>, type='Polygon', coordinates=[[[6.8475022, 11.1297208], [8.9987732, 11.1297208], [8.9987732, 13.3466216], [6.8475022, 13.3466216]]]), attributes={})","Kano, Nigeria",#RecoverNigeria,True,kano,atiku_pdp,all this crowd in katsina for my president alhaji @user #atikuokowa2023 #atiku #recovernigeria #recoverkatsinawithatiku #nigeria #nigeriadecides2023 #nigeriapresidential http,Neutral
hajaramusa17,"rt @hrh_ujuaku: remember, one is unfit to rule while the other's campaign dg was convicted of fraud. the best and only option is atiku abub…",2023-01-06 22:52:19+00:00,0,,,,"Abuja, Nigeria",#RecoverNigeria,True,abuja,atiku_pdp,"rt @user remember, one is unfit to rule while the other's campaign dg was convicted of fraud. the best and only option is atiku abub…",Negative
_Udeagha,"rt @missolabisi1: apc is a party focused majorly on opposition duties and no iota of idea as to governance.

pdp is the party of growth and…",2023-01-06 22:52:18+00:00,0,,,,,#RecoverNigeria,False,unknown,atiku_pdp,"rt @user apc is a party focused majorly on opposition duties and no iota of idea as to governance.

pdp is the party of growth and…",Neutral
Acestagfredx,"rt @missolabisi1: apc is a party focused majorly on opposition duties and no iota of idea as to governance.

pdp is the party of growth and…",2023-01-06 22:46:15+00:00,0,,,,Pluto,#RecoverNigeria,False,unknown,atiku_pdp,"rt @user apc is a party focused majorly on opposition duties and no iota of idea as to governance.

pdp is the party of growth and…",Neutral
Mustph_dan_jgw,"rt @mustph_dan_jgw: ✊✊✊i stand with atikuokowa 2023 by the grace of god
#onenigeria 
#recovernigeria
#atikuokowa2023
#atikuorganizingforact…",2023-01-06 22:38:23+00:00,0,,,,,#RecoverNigeria,False,unknown,atiku_pdp,"rt @user ✊✊✊i stand with atikuokowa 2023 by the grace of god
#onenigeria 
#recovernigeria
#atikuokowa2023
#atikuorganizingforact…",Positive
IkeokwuChidozie,"rt @missolabisi1: apc is a party focused majorly on opposition duties and no iota of idea as to governance.

pdp is the party of growth and…",2023-01-06 22:38:08+00:00,0,,,,Nigeria,#RecoverNigeria,True,unknown,atiku_pdp,"rt @user apc is a party focused majorly on opposition duties and no iota of idea as to governance.

pdp is the party of growth and…",Neutral
JbJb69046239,"rt @gentleojay: this is seyi makindes oyo state, atiku no dey der o, seyi no dey der o....this is what structure is about... if by now you…",2023-01-06 22:37:13+00:00,0,,,,"Lagos, Nigeria",#RecoverNigeria,True,lagos,atiku_pdp,"rt @user this is seyi makindes oyo state, atiku no dey der o, seyi no dey der o....this is what structure is about... if by now you…",Neutral
Forever_Rayyan,rt @royaltyuso: h.e. atiku has always been at the forefront of talent hunting and supporting great talents to achieve even more heights. #r…,2023-01-06 22:31:36+00:00,0,,,,The People’s House ,#RecoverNigeria,False,unknown,atiku_pdp,rt @user h.e. atiku has always been at the forefront of talent hunting and supporting great talents to achieve even more heights. #r…,Positive
Naija4Atiku_,rt @afolayantimi22: a revolution started in kebbi state today with the #balaparisinkebbi visit to kickstart the #recovernigeria process of…,2023-01-06 22:31:05+00:00,0,,,,,#RecoverNigeria,False,unknown,,rt @user a revolution started in kebbi state today with the #balaparisinkebbi visit to kickstart the #recovernigeria process of…,Neutral
Naija4Atiku_,rt @naija4atiku_: a revolution started in kebbi state today with the #balaparisinkebbi visit to kickstart the #recovernigeria process of th…,2023-01-06 22:30:38+00:00,0,,,,,#RecoverNigeria,False,unknown,atiku_pdp,rt @user a revolution started in kebbi state today with the #balaparisinkebbi visit to kickstart the #recovernigeria process of th…,Neutral
jkolere002,rt @royaltyuso: h.e. atiku has always been at the forefront of talent hunting and supporting great talents to achieve even more heights. #r…,2023-01-06 22:29:52+00:00,0,,,,Yola ,#RecoverNigeria,False,unknown,atiku_pdp,rt @user h.e. atiku has always been at the forefront of talent hunting and supporting great talents to achieve even more heights. #r…,Positive
Naija4Atiku_,"rt @astambaya: if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala dole(…",2023-01-06 22:29:10+00:00,0,,,,,#RecoverNigeria,False,unknown,,"rt @user if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala dole(…",Negative
Naija4Atiku_,rt @atiku4sure: a revolution started in kebbi state today with the #balaparisinkebbi visit to kickstart the #recovernigeria process of the…,2023-01-06 22:28:37+00:00,0,,,,,#RecoverNigeria,False,unknown,atiku_pdp,rt @user a revolution started in kebbi state today with the #balaparisinkebbi visit to kickstart the #recovernigeria process of the…,Neutral
Naija4Atiku_,"rt @gassol0001: ""the atiku okowa 2023 mobilisation campaign launches in kebbi state with a visit from alhaji bala paris, marking the beginn…",2023-01-06 22:28:34+00:00,0,,,,,#RecoverNigeria,False,unknown,obi_labour,"rt @user ""the atiku okowa 2023 mobilisation campaign launches in kebbi state with a visit from alhaji bala paris, marking the beginn…",Neutral
Mustph_dan_jgw,"rt @mustph_dan_jgw: the best combo to end bad governance in nigeria.
#onenigeria 
#recovernigeria
#atikuokowa2023
#atikuorganizingforaction…",2023-01-06 22:28:28+00:00,0,,,,,#RecoverNigeria,False,unknown,atiku_pdp,"rt @user the best combo to end bad governance in nigeria.
#onenigeria 
#recovernigeria
#atikuokowa2023
#atikuorganizingforaction…",Positive
Naija4Atiku_,rt @ubando001: when we talk about structure we are referring to grassroots mobilizers. alh bala paris keeps strengthening the structure of…,2023-01-06 22:28:14+00:00,0,,,,,#RecoverNigeria,False,unknown,obi_labour,rt @user when we talk about structure we are referring to grassroots mobilizers. alh bala paris keeps strengthening the structure of…,Neutral
Naija4Atiku_,"rt @ubando001: when we say ""structure"", this is only but a bit of what we refer to. alh bala paris keeps strengthening the structure of the…",2023-01-06 22:27:56+00:00,0,,,,,#RecoverNigeria,False,unknown,,"rt @user when we say ""structure"", this is only but a bit of what we refer to. alh bala paris keeps strengthening the structure of the…",Neutral
senseitheshifu,rt @i_am_ilemona: 6. only borrow for revenue generating projects which will be operated/run at market determined rates so they projects can…,2023-01-06 22:27:50+00:00,0,,,,Void,#RecoverNigeria,False,unknown,,rt @user 6. only borrow for revenue generating projects which will be operated/run at market determined rates so they projects can…,Neutral
Naija4Atiku_,"rt @jpenshior: if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala dole(…",2023-01-06 22:27:41+00:00,0,,,,,#RecoverNigeria,False,unknown,,"rt @user if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala dole(…",Negative
Naija4Atiku_,rt @tomakor247: the sadaunan dole kaina isn't resting on his oars. the job to #recovernigeria got yet another great boost today as alh bala…,2023-01-06 22:27:34+00:00,0,,,,,#RecoverNigeria,False,unknown,,rt @user the sadaunan dole kaina isn't resting on his oars. the job to #recovernigeria got yet another great boost today as alh bala…,Positive
Naija4Atiku_,"rt @tomakor247: when we say ""structure"", this is only but a bit of what we refer to. alh bala paris keeps strengthening the structure of th…",2023-01-06 22:27:24+00:00,0,,,,,#RecoverNigeria,False,unknown,,"rt @user when we say ""structure"", this is only but a bit of what we refer to. alh bala paris keeps strengthening the structure of th…",Neutral
